Name,SAP_pos_CDRH1,SAP_pos_CDRH2,SAP_pos_CDRH3,SAP_pos_CDRL1,SAP_pos_CDRL2,SAP_pos_CDRL3,SAP_pos_CDR,SAP_pos_Hv,SAP_pos_Lv,SAP_pos_Fv,SCM_neg_CDRH1,SCM_neg_CDRH2,SCM_neg_CDRH3,SCM_neg_CDRL1,SCM_neg_CDRL2,SCM_neg_CDRL3,SCM_neg_CDR,SCM_neg_Hv,SCM_neg_Lv,SCM_neg_Fv,SCM_pos_CDRH1,SCM_pos_CDRH2,SCM_pos_CDRH3,SCM_pos_CDRL1,SCM_pos_CDRL2,SCM_pos_CDRL3,SCM_pos_CDR,SCM_pos_Hv,SCM_pos_Lv,SCM_pos_Fv
natalizumab,2.7831616,5.2480974,20.941175,1.8063478,7.745552,5.554193,44.79937,65.10778,39.809177,105.37216,46.030663,31.77142,99.525406,127.15179,7.8489823,128.09355,461.3861,538.6539,542.3919,1091.8824,39.50375,20.914656,56.05915,59.888542,107.32173,25.86049,308.4014,1142.6559,1118.345,2233.7698
necitumumab,1.1188109,3.8319209,21.712341,2.3031013,0.4823173,3.980298,32.91757,62.016098,38.11514,100.43629,57.538574,40.503765,101.19945,74.07933,27.95021,92.848625,396.35602,479.3695,451.00864,927.9147,21.409645,6.106647,21.413,13.327843,55.85385,22.477938,135.01357,1176.494,1055.4619,2208.5645
nimotuzumab,2.4323153,0.5288641,16.483036,3.0549033,2.971467,5.9804955,32.742184,44.920624,36.09227,79.956665,45.470943,36.24543,93.8535,49.20708,1.9567715,64.70583,308.7026,585.4177,364.55936,949.7884,33.50309,11.523166,47.90695,154.70851,106.11172,71.19614,425.84302,1040.8958,1273.5105,2282.3433
nivolumab,3.2185874,4.5327125,2.4128823,2.3347976,0.6244001,5.505747,18.77675,47.77021,38.738384,85.815254,40.964397,23.963947,73.07861,89.42972,32.422462,66.12717,338.47403,400.6383,485.27515,881.6299,20.35636,42.152336,13.82985,19.862835,54.83998,59.783905,211.5163,1186.0776,1078.8766,2241.0762
obinutuzumab,7.4066978,1.9897296,16.452293,9.884366,4.516391,9.036791,52.185997,60.203632,62.9309,122.567215,12.617202,79.47378,69.86959,55.97587,19.491762,111.031006,375.14694,502.12613,422.6768,931.6352,70.552086,17.111273,74.50517,152.17194,36.542343,34.006153,379.8706,1149.5974,1030.0367,2165.4785
ocrelizumab,2.0575938,1.7532762,15.759446,2.1959317,4.2069106,7.186645,34.095295,58.402992,35.81973,94.32286,16.419395,16.366034,70.12992,38.615963,13.776093,62.709972,226.93985,324.31027,333.69177,650.4896,75.79586,28.176147,77.464935,38.586563,40.261803,37.295124,294.71515,1293.2401,1075.0195,2338.0537
ofatumumab,2.5970492,1.8463042,16.552057,2.1455493,0.25843087,6.0024943,28.934387,55.844166,37.921635,93.37873,97.74765,29.75545,133.13414,75.13921,25.520075,87.04011,460.8151,562.28577,480.06506,1039.5549,33.42805,7.9682584,37.862396,19.025326,61.82237,46.296055,204.34526,1154.5442,1046.1406,2179.1968
olaratumab,0.90185153,4.331051,19.266111,1.8406386,0.43857425,5.9986973,32.825867,63.41528,39.211685,102.71926,23.51459,17.237234,61.675915,64.25336,27.425611,39.150566,240.82318,374.05014,379.18057,743.54004,50.824844,18.444817,115.69081,21.731152,71.246056,65.707886,348.08267,1120.4214,1109.2211,2215.9934
olokizumab,1.708468,5.839673,16.896696,4.786352,4.2689257,4.476698,38.24182,65.82745,35.739063,101.85674,94.826866,41.598225,27.149294,116.20029,38.145245,105.32525,436.5469,624.46106,601.3736,1232.4048,9.515473,43.897705,51.250668,21.246504,42.292927,36.45096,204.90376,893.77704,999.00977,1873.682
omalizumab,4.380109,2.0293877,15.990627,2.584649,7.378969,1.8127254,34.09159,60.81618,34.242844,94.401024,34.436028,62.34816,25.722664,215.02898,42.64756,142.20796,539.3607,456.66052,687.28735,1132.4385,51.656445,-3.7715743,91.71283,14.254464,23.282566,32.677498,199.4756,1159.1975,943.91327,2086.146
onartuzumab,2.4152825,0.10352713,13.203322,6.6655188,2.2428901,10.136267,35.121243,56.50727,42.331425,98.15999,40.226936,53.879402,67.58666,54.706142,18.899239,76.4485,313.16055,505.31,383.92657,879.97235,25.320473,1.7801507,58.03468,91.01898,65.94524,32.96151,269.97708,959.6399,1158.0765,2099.943
otelixizumab,2.619471,0.22782211,8.865844,4.894433,1.0226529,6.493018,25.407293,55.61625,47.99427,103.151855,31.679296,0.46500808,49.5777,135.53047,74.79394,75.14643,379.4997,348.69604,687.2939,1023.03894,41.9207,53.1385,95.087296,31.648825,42.89286,26.45058,293.8887,1216.155,855.39545,2042.9285
otlertuzumab,3.7377512,9.080498,5.67719,6.1350574,8.47737,2.7418752,37.071865,54.221455,49.00878,103.9587,31.176836,42.23057,34.100643,88.667305,34.36037,75.96156,328.01755,410.66953,520.69867,929.30206,38.87395,15.452906,21.258032,49.219727,74.22236,54.734074,258.98065,908.20447,976.5582,1873.3372
ozanezumab,4.096766,-0.0606589,4.8696723,8.525351,2.365117,7.436618,29.475822,43.38502,58.400234,101.34617,37.645535,-3.7829368,57.783222,46.87682,8.786447,86.543945,246.56639,408.65073,323.31912,742.0609,41.503426,59.51566,7.5142727,120.63807,69.441536,19.406452,320.44983,1019.235,1122.3356,2129.184
palivizumab,2.00672,1.6972398,11.124268,6.31077,4.034215,7.102544,33.623554,49.38091,43.877087,93.25361,57.622784,71.838036,137.59021,69.56685,28.720377,92.37745,470.52798,576.1895,459.68564,1026.8105,51.007107,15.228443,33.65576,24.173952,58.79559,42.271427,223.81024,1209.4126,1127.4163,2310.9736
panitumumab,1.4282193,3.449205,5.459098,2.133244,2.771093,8.270716,23.198622,45.440292,37.31696,83.3781,45.939148,32.132042,101.604996,234.77277,74.69562,105.008736,602.0872,462.23587,800.04114,1255.9468,15.4072485,8.21823,46.5403,8.14966,17.474276,35.439575,130.61552,1107.6022,954.6623,2039.4752
panobacumab,4.3758583,0.10045079,8.886282,7.2644887,0.4639649,6.492534,28.896017,53.66815,53.317123,106.94259,33.87011,30.829187,29.379633,59.98506,11.236644,31.982979,200.15524,369.44434,268.3,639.4498,57.828514,3.1078982,135.70293,73.47751,110.94004,83.30254,469.59753,1413.4685,1390.217,2778.1548
parsatuzumab,5.554579,1.9323887,13.19672,11.5425005,2.8057177,6.6083565,42.274597,56.499638,44.032856,101.52949,88.672874,66.08221,268.80392,41.257957,9.731302,90.77518,583.9587,769.84125,334.97928,1112.8944,41.002674,4.5888615,20.629814,127.86593,87.14399,63.06217,341.287,1149.737,1264.7361,2380.8716
patritumab,1.8610045,0.027438197,8.362854,5.6070538,1.9842135,3.421347,21.81396,60.270294,38.897408,99.046844,3.2304084,11.302493,64.36062,56.186424,15.723536,76.79903,229.29626,320.63303,474.2869,788.4494,81.81732,38.79371,107.63319,116.08271,75.80984,56.094738,476.72522,1332.9369,989.0658,2298.7336
pembrolizumab,2.283686,0.35848433,11.36437,5.718772,8.607329,7.2404413,36.014725,46.066578,53.262077,98.666664,28.263254,7.227186,114.65251,42.38482,33.52617,79.661644,326.77585,459.86505,419.18082,896.527,44.775387,31.034744,52.257034,121.3968,33.169537,54.398216,345.4184,1056.3007,1031.1493,2075.8953
pertuzumab,2.3419852,0.19696772,10.534814,4.143441,6.5289683,15.280798,40.839794,55.972923,49.084797,105.10944,69.153015,26.291447,85.431404,112.33797,6.0923676,109.64724,424.32498,463.4053,494.7304,961.93134,25.994398,14.516958,26.370356,19.893885,69.95531,26.277246,174.26102,1044.725,1139.7919,2159.2866
pinatuzumab,1.6019253,2.1888082,7.1415653,6.5863094,2.5454524,7.090279,28.020107,49.271557,39.66835,88.1981,46.166748,61.879402,157.51974,53.673912,12.156313,98.20094,454.00546,626.7445,410.3248,1024.0836,59.78598,8.884919,37.284916,103.641014,81.89312,35.870274,319.17645,1118.2806,1243.4758,2337.9465
polatuzumab,3.1470966,2.8824537,12.091437,4.4385257,3.3958344,2.453105,28.148134,60.157635,32.95074,93.54254,24.215176,61.974865,55.355694,267.27158,41.285946,206.45847,672.25006,535.3474,847.53973,1375.2463,53.62206,-0.16269104,95.9891,2.0185633,36.26917,13.1138,193.25749,1042.801,992.2974,2023.6901
ponezumab,6.1287155,1.4492149,13.5685425,9.031374,4.995012,8.687698,45.702095,50.406452,64.13276,114.71525,65.614815,20.6791,22.00656,42.6613,6.744084,-1.029946,159.83768,389.38892,208.16138,607.8171,16.0235,40.750793,81.64755,97.53023,93.009415,117.44688,453.06906,1175.7351,1374.7902,2539.7957
radretumab,3.4091382,0.5989399,12.120285,2.9382935,2.5841327,6.7878356,29.140985,60.165855,40.156822,100.60587,27.308971,4.4575477,35.718277,34.487198,12.191045,53.084377,178.84259,339.73022,328.18423,668.2716,52.27328,21.643522,40.585896,52.85655,59.80536,55.001766,277.24704,1052.4347,1137.0027,2172.588
ramucirumab,2.4633214,4.47038,2.1400096,2.1298392,2.3013408,7.9413433,22.10785,49.84225,38.016144,88.74999,39.877594,29.243422,133.4638,108.79662,69.8318,99.06932,488.06696,516.5034,545.09534,1059.8124,27.791733,3.2715456,9.750193,52.447575,8.309121,34.158554,130.6256,1021.5615,1051.5989,2061.9932
ranibizumab,2.925087,3.9711916,21.203617,1.8100169,4.149536,6.359,40.60646,71.32422,37.469643,108.591705,43.26665,28.86223,83.242546,158.7057,16.215868,111.26175,456.3806,493.71756,619.96985,1097.0621,57.42033,6.2194734,92.25767,12.64212,62.14566,30.916218,249.40674,1117.1277,1137.4991,2235.4785
reslizumab,3.2399724,1.3484076,10.97365,5.0799236,2.9173536,8.208451,33.888664,54.352703,40.65498,95.63736,24.645672,63.000668,96.872246,74.20394,26.252531,104.019646,398.99115,556.4783,493.6394,1037.3168,54.846966,8.877314,14.371732,32.566936,27.452147,39.828632,169.36057,1021.18945,1017.999,2020.4738
rilotumumab,7.6052322,3.942687,14.709899,0.55690867,0.6627492,10.373975,38.419834,60.807507,38.833057,100.82651,17.984516,13.890218,118.43307,93.8891,5.998725,84.64773,351.11105,359.54962,380.79468,750.9295,31.164476,14.425346,26.3169,8.714447,85.6921,38.810165,196.07578,1154.4097,1398.2971,2536.3906
rituximab,1.9034088,1.4864947,15.399152,3.2850182,3.5900385,2.5566142,29.48977,47.044125,42.254444,89.82521,14.307105,27.982534,69.33856,13.704259,12.486423,34.679905,161.2738,351.29996,205.63351,558.54755,71.05837,23.320353,58.94509,59.69312,50.97015,50.82978,311.93314,1069.4335,1149.0208,2207.6958
robatumumab,2.770479,1.089801,16.717398,1.3166087,4.0683236,7.984602,34.419693,58.84177,43.20329,102.40704,23.382624,11.459968,17.5587,20.750896,8.245725,27.620153,110.56053,268.85278,258.8795,539.9524,47.465305,28.422852,73.56876,82.647964,64.987915,171.56964,465.7838,1200.5674,1237.7764,2420.5059
romosozumab,2.07964,0.12653615,14.540154,1.1741053,6.6897798,6.968166,32.28648,41.145283,38.70916,80.12674,90.70637,47.09469,406.60425,206.21112,30.020031,186.37099,964.9469,886.32605,715.98914,1603.5775,17.582808,10.782541,1.7164887,10.488093,60.363625,7.6918726,100.23366,1054.2827,1016.1399,2032.9705
sarilumab,2.3836021,1.9164932,1.4030117,1.9529716,2.791225,5.5685186,16.113457,43.365948,30.605145,74.93612,160.4179,42.969242,78.44552,43.933243,33.869286,97.11215,479.2021,707.97815,445.39374,1157.0266,19.49734,42.29295,15.379023,32.460457,20.91987,16.114264,144.86536,1098.6471,998.86536,2067.466
secukinumab,1.9144453,-0.15959135,34.37928,1.9164728,0.25175878,2.4677267,41.319073,79.42518,32.529884,113.03519,69.12607,89.25371,332.92584,47.924965,14.963598,83.20191,655.1638,839.9617,385.44525,1216.9916,28.072298,-6.1623425,31.030308,34.061558,55.297665,25.431845,158.97963,1166.2872,1080.1906,2226.39
seribantumab,2.3110652,3.506246,11.85009,5.859575,1.6444997,12.556963,38.20749,62.417877,43.68186,104.74978,16.47386,7.1730967,30.976683,69.72934,11.30002,81.929985,228.14165,302.02643,400.98572,704.76587,121.80443,41.693764,74.57147,40.226303,65.37945,30.709957,362.22665,1220.1301,1004.4683,2196.8638
sifalimumab,3.273499,4.5984826,12.486127,3.3194828,0.6617162,2.2390065,26.738297,53.460323,34.4207,87.666595,16.23733,15.986674,6.813499,45.725193,4.800631,39.782246,132.98497,337.58435,288.96008,629.9788,65.974304,19.239056,85.11731,42.738125,57.886078,84.42049,348.80994,1297.1224,1178.5195,2462.9092
siltuximab,2.7786589,3.2720258,16.667694,3.404884,3.6177752,6.967776,39.096878,57.50438,49.551605,108.22076,31.065807,22.406311,80.79737,64.2403,44.1639,74.16531,323.75806,501.2117,417.9176,925.63245,41.029667,12.443113,38.202824,23.365261,14.633692,38.07091,162.39865,1095.5137,1016.0105,2092.2285
simtuzumab,9.841078,1.2180393,8.542007,5.8783083,3.1259515,7.7393494,38.761593,47.9995,54.70872,102.88426,29.797014,9.807379,44.240986,28.123922,12.367114,74.16813,210.60919,379.91833,307.39188,702.3857,68.7236,54.383915,50.060234,197.16956,86.12991,42.05185,502.97836,1159.3923,1175.769,2326.9807
sirukumab,5.118305,3.7469873,16.130045,6.6694565,3.7936623,8.167151,45.606194,61.149017,52.51575,113.75685,25.515846,6.2262664,48.22277,75.481964,37.134483,73.00209,275.3622,360.2508,494.5816,855.2245,54.599438,38.865414,51.583202,5.052983,23.523018,44.649464,215.58057,1103.5922,898.9643,1976.5824
tabalumab,1.524561,-0.18229042,28.565334,1.5318608,0.1788525,4.1149697,36.593506,78.36674,35.357147,114.37448,8.221431,6.9795504,139.45584,51.01863,21.783083,37.42918,268.0283,404.3535,340.8739,741.68616,56.559914,34.982544,65.84281,58.31238,74.57663,106.895905,397.23535,1195.7422,1208.5542,2393.9666
tanezumab,8.1938095,2.3032448,20.287144,-0.101865366,4.2005234,6.3983493,41.681335,67.839424,33.74602,102.15467,34.022877,60.953735,82.37618,58.87471,5.136239,85.02678,342.2446,467.1815,375.16006,840.1486,37.41227,-0.45371324,55.54332,53.467766,131.41667,29.23036,300.95087,1047.7106,1289.614,2314.3457
teplizumab,2.4393187,2.5943925,6.3283024,2.5944676,3.7954984,2.3629637,20.90145,43.68291,31.688923,75.64487,20.10002,4.978203,153.32681,87.54808,20.880978,69.827095,377.5836,395.92596,455.72217,861.314,70.54773,83.490036,27.961792,13.927479,61.07204,19.990486,279.21127,1222.1167,965.20337,2154.5579
tigatuzumab,1.7090038,3.9538336,7.6732607,1.7194009,2.6435921,4.172967,22.073378,55.830853,32.978035,88.73686,22.975674,10.800328,18.265814,96.19824,6.663548,53.771763,221.66316,282.15372,412.8335,689.46155,44.92269,29.086967,120.225624,32.941376,99.914536,78.802414,405.5973,1255.1981,1298.8876,2541.7678
tildrakizumab,16.032717,4.8036695,5.7364798,6.8676925,6.2165465,9.84177,49.527966,58.368626,46.40674,104.95431,15.194249,20.573036,-1.0390117,71.068924,26.866182,97.5022,244.86804,460.51736,471.57382,945.07385,81.685196,13.165294,75.73971,71.44409,81.050964,48.467896,370.0165,1098.9167,1148.6014,2239.5454
tocilizumab,3.0509372,9.065768,5.5949492,1.3000724,4.010072,6.8620152,30.163914,55.92456,34.403553,91.44134,25.827526,5.784223,24.589336,137.598,6.935114,80.628494,289.4195,244.27812,492.53375,731.8771,46.803642,44.563057,90.80064,29.547958,120.15986,28.398201,362.14133,1422.7878,1272.1238,2652.4404
tovetumab,1.9081068,5.0646553,10.378812,2.1548512,5.850085,6.391022,33.30883,56.65761,36.917953,93.46798,59.696445,22.814318,21.933916,31.522514,2.7016878,74.92409,219.86253,369.91922,343.92953,720.7705,26.477686,12.551258,131.20212,109.46479,122.89667,46.97909,457.84772,1216.0042,1337.8386,2534.0818
tralokinumab,2.1298087,-0.50541335,10.640183,5.8211207,2.1187992,4.1999946,26.543966,43.84154,57.116646,100.73971,26.08868,46.985706,96.620026,78.90449,93.29077,135.84238,496.7808,641.80273,614.9657,1260.7195,62.419365,-4.253697,68.20868,50.61472,3.97644,43.293793,222.74901,1114.1921,882.29,1973.1051
trastuzumab,2.9157138,6.2385025,9.362925,1.5189679,10.636893,5.0126495,37.199795,58.970867,40.538452,99.62815,33.174366,6.617752,41.35833,69.34516,15.520663,51.14233,237.378,311.88812,371.86942,679.39246,33.699722,53.15724,70.290794,45.14322,53.98215,61.817425,320.6036,1204.056,1210.0249,2383.9727
tremelimumab,1.7596217,4.060674,26.102125,2.0556314,3.3562822,4.639255,41.48731,61.090473,33.888668,95.49768,22.220318,37.45478,57.438404,64.20898,14.391122,115.140015,328.80008,360.2177,449.89102,816.03845,48.332947,10.968648,89.6233,34.329548,25.973589,17.986042,223.88753,1275.1964,1026.2231,2280.5981
urelumab,1.9994246,5.4086475,13.838956,2.211284,0.07610433,12.778799,37.264214,73.22734,46.088894,119.06365,6.95203,7.983909,174.02803,85.520546,36.929386,97.496216,404.098,573.0281,469.19083,1043.0641,66.82096,36.988625,46.153305,9.42866,59.060825,57.387367,271.6818,1005.02966,1068.0409,2062.7986
ustekinumab,2.5268066,1.9775227,6.349751,2.1966927,3.2563348,10.527699,27.813183,49.752262,37.851944,87.55939,14.938916,63.34566,20.893362,39.476543,12.993353,63.23655,219.73735,385.4587,343.0841,738.5646,81.60052,2.9951692,195.0044,49.009506,42.622578,59.44324,427.82803,1095.247,1071.3213,2136.2773
vedolizumab,2.809752,0.26522338,11.760819,5.934891,2.9630022,2.8184702,27.30659,51.97335,51.45332,102.8848,59.364006,125.38155,204.04001,45.66269,12.786824,49.65672,509.1002,836.1095,288.56717,1133.8685,30.36503,-3.8223288,4.0269504,147.94406,50.612793,64.96199,289.1208,982.9514,1155.8961,2126.8452
veltuzumab,2.5096931,4.1519337,14.463856,3.1592717,4.0668597,2.541194,31.233425,43.66939,37.64417,81.76641,47.68515,63.749607,111.479485,39.917305,15.768338,59.571384,340.81757,586.293,321.24606,906.0574,34.89567,0.024303772,39.568436,32.313793,35.552647,30.637224,166.96797,1078.5403,1059.8861,2115.083
visilizumab,6.160062,3.6005797,15.227443,2.1857135,3.8617785,2.6546757,34.395943,57.106976,32.811314,90.22643,10.206802,2.4726732,106.83258,76.1422,18.631641,67.73811,296.99353,331.36813,391.84976,722.2642,100.69054,106.18235,75.53243,-2.4409568,69.54966,18.262016,372.92786,1269.8784,1078.1423,2312.8726
zalutumumab,1.9941432,5.136198,18.606033,0.9707554,2.4581537,5.581917,34.689407,63.1868,32.754875,95.981255,67.380424,100.12034,219.3012,165.31473,81.48452,93.90529,737.7497,707.97595,689.8371,1382.7197,29.383791,5.332729,43.206482,1.0386794,2.6650653,29.451338,108.277626,1160.7931,941.9839,2081.3745
zanolimumab,2.1532443,0.19903338,7.3620453,1.8818878,3.0597878,6.3853374,22.49026,60.044056,33.88395,94.640144,4.171016,4.6938233,43.127205,110.699,22.602674,101.72961,289.3139,292.08072,484.37143,761.6424,74.14238,40.33856,39.777084,23.50567,26.258083,18.633228,213.24527,1210.5438,1129.1266,2317.1243
